Gene,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,expr(SI),expr(LI),log(exprSI),log(exprLI)
TSN,1.76E-16,-0.242021408,0.142,0.126,6.44E-12,0.213034649,0.251953576,-0.671549755,-0.598679474
CPSF2,1.83E-44,-0.242228202,0.153,0.124,6.70E-40,0.250199361,0.295948789,-0.601713803,-0.528783433
ATP2B1-AS1,6.09E-13,-0.242344087,0.048,0.039,2.23E-08,0.072832751,0.086163277,-1.137673287,-1.064677792
ZNF419,4.18E-08,-0.242448097,0.013,0.009,0.001529369,0.016808705,0.019893135,-1.774465737,-1.701296768
ROCK2,1.23E-50,-0.242645199,0.503,0.418,4.51E-46,1.325970526,1.568843771,0.122533871,0.195579698
MAP3K14,3.04E-42,-0.242658244,0.146,0.118,1.11E-37,0.259394574,0.30691653,-0.586039113,-0.512979721
FUBP3,1.59E-47,-0.242687949,0.18,0.146,5.84E-43,0.286952022,0.339528686,-0.542190711,-0.469123527
PARP11,7.68E-43,-0.24272469,0.083,0.062,2.81E-38,0.129991901,0.153818163,-0.886083704,-0.812992381
RNLS,3.19E-07,-0.24302487,0.103,0.094,0.011678153,0.180803746,0.21398454,-0.742792577,-0.669617603
DCAF6,5.28E-75,-0.243100605,0.383,0.313,1.93E-70,0.830513054,0.982948539,-0.080653537,-0.007469218
RAP1GDS1,2.09E-87,-0.243262352,0.35,0.283,7.65E-83,0.794781571,0.940764599,-0.099752212,-0.026519033
RBM27,3.51E-76,-0.243297786,0.265,0.213,1.28E-71,0.46153039,0.546319842,-0.335799697,-0.262553026
GINM1,6.05E-55,-0.243332177,0.181,0.146,2.22E-50,0.279395184,0.330735135,-0.553781084,-0.480519666
SPPL3,3.78E-93,-0.243418911,0.437,0.353,1.39E-88,1.018697908,1.205937671,0.008045414,0.081324862
ZNF136,1.37E-26,-0.243447363,0.047,0.034,5.03E-22,0.067439481,0.079844556,-1.17108578,-1.097754692
PDE12,7.05E-16,-0.243557597,0.078,0.066,2.58E-11,0.114491041,0.1355554,-0.941228494,-0.867883176
ARMCX3,3.47E-51,-0.243612886,0.145,0.114,1.27E-46,0.245487329,0.290654159,-0.609970919,-0.536623458
TMEM183A,4.73E-53,-0.243994407,0.259,0.216,1.73E-48,0.445099524,0.527125176,-0.35154287,-0.278086241
RAD9A,1.01E-15,-0.244048645,0.173,0.154,3.69E-11,0.289744609,0.343156376,-0.537984636,-0.464507928
PPIH,3.07E-26,-0.244140824,0.135,0.114,1.12E-21,0.197531107,0.233961809,-0.704364503,-0.630855029
C2CD2,1.09E-15,-0.244257658,0.08,0.067,3.97E-11,0.120132799,0.142303768,-0.920338404,-0.8467836
RNF135,2.45E-11,-0.24425992,0.071,0.062,8.97E-07,0.09529786,0.112887378,-1.020916854,-0.947354614
IPO8,1.12E-57,-0.244383568,0.166,0.131,4.11E-53,0.272065621,0.322293762,-0.565326333,-0.491748101
ALG6,5.95E-37,-0.244387219,0.077,0.058,2.18E-32,0.111809326,0.132456651,-0.95152197,-0.877926231
FOPNL,1.79E-14,-0.244481402,0.107,0.093,6.55E-10,0.152561445,0.180742983,-0.816555206,-0.742938554
ZNF284,1.78E-12,-0.244608854,0.014,0.01,6.51E-08,0.018532265,0.021964998,-1.732071509,-1.658268828
PRMT2,4.22E-52,-0.244886499,0.227,0.188,1.54E-47,0.383975093,0.455018812,-0.415696946,-0.341970648
ELL,3.01E-66,-0.245024227,0.126,0.094,1.10E-61,0.2072181,0.245585302,-0.683572312,-0.609797628
ANKIB1,3.29E-100,-0.245093014,0.379,0.3,1.20E-95,0.83040938,0.98418411,-0.080707754,-0.006923651
ZNF708,2.36E-34,-0.245137674,0.097,0.076,8.66E-30,0.148986013,0.176587605,-0.826854502,-0.753039785
CAPN5,2.28E-18,-0.245155661,0.254,0.227,8.34E-14,0.475547311,0.563636999,-0.322806269,-0.249000506
B3GAT3,2.94E-09,-0.245162427,0.108,0.098,0.000107556,0.160851634,0.19065408,-0.793574522,-0.719753896
PCNX4,3.61E-77,-0.24532029,0.209,0.163,1.32E-72,0.379279735,0.449589983,-0.421040361,-0.347183374
ACTL6A,1.71E-13,-0.24558116,0.146,0.13,6.26E-09,0.22341198,0.264879113,-0.650893543,-0.576952286
EIF5,5.91E-67,-0.245813317,0.5,0.407,2.16E-62,1.223990824,1.451369167,0.087778162,0.161777893
ALG11,3.92E-09,-0.245939306,0.054,0.046,0.000143543,0.080988961,0.096050464,-1.091574171,-1.017500534
AC022400.4,1.57E-07,-0.246092824,0.014,0.01,0.00575094,0.017838948,0.021165352,-1.748630752,-1.674374504
MRPS30,3.57E-20,-0.246176861,0.137,0.119,1.31E-15,0.201541948,0.239049346,-0.695634547,-0.62151244
ZNF317,4.42E-10,-0.246642839,0.054,0.046,1.62E-05,0.075650913,0.089764032,-1.121185825,-1.046897649
PPARGC1B,1.86E-20,-0.246660252,0.228,0.201,6.81E-16,0.404174757,0.479544647,-0.393430814,-0.319170952
FAM8A1,1.83E-33,-0.2467026,0.1,0.08,6.70E-29,0.147102696,0.174544733,-0.832379366,-0.758093251
PIK3C3,4.51E-78,-0.246778325,0.212,0.165,1.65E-73,0.376842339,0.447152495,-0.423840309,-0.349544342
BBIP1,8.91E-15,-0.246901394,0.082,0.07,3.26E-10,0.124614409,0.147882934,-0.904431737,-0.830081942
CALR,1.62E-36,-0.2469082,0.59,0.484,5.95E-32,1.822741855,2.162985732,0.260725166,0.335053655
CCDC43,3.13E-11,-0.247024363,0.088,0.077,1.15E-06,0.118462628,0.140594873,-0.926418635,-0.852030516
TRPC4AP,7.39E-108,-0.247080992,0.319,0.25,2.70E-103,0.619176199,0.734848971,-0.208185746,-0.13380191
PIK3R4,4.31E-40,-0.247152618,0.117,0.092,1.58E-35,0.182818217,0.216988598,-0.737980532,-0.663563086
RND3,3.18E-09,-0.247264291,0.165,0.15,0.000116405,0.34354547,0.407781287,-0.464015774,-0.389572708
MED25,5.18E-14,-0.247306442,0.1,0.087,1.90E-09,0.150766389,0.178966573,-0.821695467,-0.747228078
RAD51D,4.56E-11,-0.247447274,0.047,0.039,1.67E-06,0.064015795,0.076002002,-1.193712855,-1.11917497
MAML1,3.52E-34,-0.247651177,0.099,0.078,1.29E-29,0.14498674,0.172147327,-0.838671715,-0.764099715
AL033504.1,1.27E-06,-0.247753681,0.099,0.09,0.046416455,0.179890283,0.213602524,-0.744992295,-0.67039362
TRAPPC2,1.55E-25,-0.247787575,0.083,0.067,5.66E-21,0.120479644,0.143064251,-0.919086324,-0.844468873
DNAJC2,1.27E-34,-0.247836677,0.19,0.161,4.64E-30,0.302663553,0.359398892,-0.519039874,-0.444423266
AVEN,6.11E-28,-0.248361025,0.136,0.114,2.23E-23,0.223427893,0.265408921,-0.65086261,-0.576084484
CDC73,1.30E-83,-0.248398798,0.255,0.202,4.75E-79,0.477048259,0.566688456,-0.321437684,-0.246655635
ANKHD1,5.47E-86,-0.248572707,0.526,0.426,2.00E-81,1.355416528,1.610285668,0.132072777,0.206902928
TBPL1,3.51E-11,-0.248601048,0.115,0.103,1.28E-06,0.177812188,0.211259139,-0.750038474,-0.675184495
HTT,9.37E-116,-0.248987062,0.274,0.21,3.43E-111,0.498380103,0.592269753,-0.302439305,-0.227480446
MRPS31,1.71E-71,-0.249042823,0.191,0.15,6.26E-67,0.297582266,0.353660806,-0.526392953,-0.451413067
HMCN2,3.24E-27,-0.249209752,0.04,0.029,1.19E-22,0.061352104,0.072928979,-1.212170537,-1.137099864
DANCR,7.59E-25,-0.249292288,0.294,0.256,2.78E-20,0.592636803,0.70443084,-0.227211382,-0.152161639
TRPM7,2.54E-140,-0.249390181,0.37,0.284,9.28E-136,0.782852041,0.930588361,-0.106320312,-0.031242384
MARK3,8.17E-168,-0.249580182,0.414,0.316,2.99E-163,0.92925578,1.104764639,-0.031864729,0.043269765
RAN,5.12E-21,-0.249602758,0.428,0.37,1.87E-16,1.168993069,1.389800727,0.067811936,0.142952534
MOB4,1.75E-37,-0.249699464,0.212,0.18,6.42E-33,0.359708664,0.427687583,-0.444049101,-0.368873358
HERC3,4.62E-79,-0.249866234,0.192,0.148,1.69E-74,0.35491025,0.422031247,-0.449881458,-0.374655393
NFX1,1.44E-102,-0.249976606,0.323,0.254,5.25E-98,0.645174752,0.767242551,-0.190322637,-0.11506732
C7orf26,1.50E-08,-0.250081168,0.055,0.048,0.00055015,0.078418373,0.093269523,-1.10558217,-1.030260245
UBOX5,1.73E-11,-0.250114688,0.041,0.033,6.32E-07,0.058140655,0.069155366,-1.235520081,-1.160174116
STAT2,2.41E-76,-0.250263093,0.13,0.094,8.81E-72,0.21356798,0.254031473,-0.67046386,-0.595112474
HNRNPLL,3.89E-56,-0.250276124,0.191,0.155,1.42E-51,0.331876475,0.394754001,-0.479023532,-0.403673459
PBRM1,1.70E-59,-0.250390522,0.357,0.298,6.23E-55,0.746257752,0.887703878,-0.127111145,-0.051731883
PARL,4.05E-42,-0.250489428,0.223,0.188,1.48E-37,0.363254214,0.432139665,-0.439789339,-0.36437587
TUBGCP4,9.47E-12,-0.250860675,0.089,0.078,3.46E-07,0.127554905,0.151788322,-0.894302838,-0.81876164
FAM120B,4.69E-76,-0.250863751,0.289,0.232,1.72E-71,0.564973747,0.672281775,-0.247971733,-0.172448662
HELZ,1.54E-159,-0.250915392,0.393,0.298,5.62E-155,0.869616179,1.034818729,-0.060672389,0.01486428
OBSCN,1.23E-18,-0.250919902,0.02,0.014,4.50E-14,0.031714043,0.037747223,-1.498748391,-1.423114993
CWC22,1.59E-31,-0.251086375,0.146,0.122,5.81E-27,0.229842284,0.273544584,-0.638570072,-0.56297188
ZNF292,1.58E-93,-0.251301133,0.5,0.401,5.77E-89,1.340277976,1.595314834,0.127194881,0.202846404
AIDA,1.34E-68,-0.251313366,0.129,0.096,4.90E-64,0.204754117,0.243725429,-0.688767357,-0.613099156
ATP6V0D1,2.48E-57,-0.251371923,0.297,0.245,9.08E-53,0.569294658,0.677661971,-0.244662892,-0.168986885
PDIA3,8.81E-59,-0.251488401,0.618,0.493,3.22E-54,1.915859569,2.280714189,0.282363672,0.358070865
ELOVL1,8.77E-11,-0.251590203,0.172,0.158,3.21E-06,0.296932073,0.353511779,-0.52734289,-0.451596111
MMP25-AS1,1.79E-52,-0.25162263,0.035,0.02,6.57E-48,0.047137626,0.056128097,-1.326632298,-1.250819686
SEC16A,1.76E-24,-0.251974079,0.149,0.127,6.45E-20,0.255961881,0.304817102,-0.591824707,-0.51596067
CTDSPL2,2.45E-104,-0.252150692,0.243,0.185,8.96E-100,0.421074031,0.501499895,-0.375641542,-0.299729154
CLSTN3,7.38E-20,-0.252179498,0.035,0.026,2.70E-15,0.053016959,0.063152087,-1.275585189,-1.199612294
WASHC5,1.18E-41,-0.252256129,0.156,0.127,4.30E-37,0.248174725,0.295601669,-0.605242451,-0.529293119
SHPRH,8.21E-72,-0.252534566,0.236,0.187,3.00E-67,0.432323457,0.515034777,-0.3641912,-0.288163444
COMMD10,5.40E-47,-0.252552407,0.384,0.321,1.98E-42,0.925865952,1.103004696,-0.033451886,0.042577361
SPIN1,1.34E-27,-0.252621652,0.245,0.214,4.90E-23,0.458834159,0.546649926,-0.338344257,-0.262290706
SERBP1,1.83E-36,-0.252799238,0.515,0.424,6.71E-32,1.383256259,1.648181641,0.140902644,0.217005072
PRMT3,3.39E-25,-0.252978805,0.156,0.133,1.24E-20,0.264693767,0.315434951,-0.577256286,-0.501090187
PELI1,5.20E-224,-0.252991141,0.46,0.341,1.90E-219,1.195687697,1.42488008,0.077617761,0.153778315
SNX2,2.34E-79,-0.253151019,0.25,0.2,8.58E-75,0.431153085,0.513860044,-0.365368502,-0.289155151
NUP43,1.61E-39,-0.253162966,0.074,0.055,5.89E-35,0.103663942,0.123557107,-0.984372282,-0.90813227
ZNF564,1.22E-27,-0.253388904,0.083,0.066,4.45E-23,0.124656354,0.148599498,-0.904285578,-0.827982659
SREK1,3.73E-54,-0.253423943,0.279,0.232,1.37E-49,0.51734437,0.616700105,-0.286220273,-0.209925978
NAPB,1.26E-72,-0.253504096,0.071,0.046,4.61E-68,0.108239568,0.129040929,-0.965613951,-0.88927252
POLR2G,4.10E-07,-0.253512275,0.13,0.12,0.014989209,0.190649646,0.227283192,-0.719763997,-0.64343268
FBXO28,5.57E-63,-0.253584707,0.199,0.159,2.04E-58,0.326240115,0.388940903,-0.486462639,-0.410116381
ZSCAN18,4.44E-11,-0.253598126,0.056,0.047,1.62E-06,0.078514772,0.093612131,-1.105048625,-1.028667869
CREB1,1.87E-89,-0.253601581,0.27,0.213,6.86E-85,0.518316083,0.617934501,-0.285405315,-0.209057556
PPM1D,1.73E-39,-0.253629602,0.154,0.126,6.35E-35,0.257635751,0.307162696,-0.588993872,-0.512631529
RLIM,8.97E-30,-0.253747227,0.111,0.09,3.28E-25,0.16912145,0.201652145,-0.771801308,-0.695397155
ARL17B,2.43E-46,-0.253915732,0.113,0.087,8.90E-42,0.191032762,0.227803608,-0.718892146,-0.642439401
PRPF38A,5.95E-25,-0.254008888,0.172,0.15,2.18E-20,0.261706642,0.312098068,-0.582185255,-0.50570892
SF3B1,7.34E-110,-0.254706221,0.484,0.385,2.69E-105,1.170722722,1.396789475,0.068454047,0.145130954
BRWD3,4.31E-107,-0.254940485,0.243,0.184,1.58E-102,0.459532755,0.548362908,-0.337683528,-0.260931929
RSBN1L,5.37E-78,-0.254965273,0.311,0.253,1.97E-73,0.578780413,0.690671397,-0.237486175,-0.160728529
GART,1.86E-36,-0.25498753,0.163,0.135,6.81E-32,0.261812895,0.312436654,-0.582008967,-0.505238022
TADA1,1.45E-11,-0.255273915,0.057,0.048,5.32E-07,0.077653831,0.092693361,-1.109837115,-1.03295137
INTS10,6.92E-50,-0.255404402,0.228,0.189,2.53E-45,0.378878833,0.452265084,-0.421499657,-0.34460694
NUP107,7.38E-47,-0.25541979,0.154,0.123,2.70E-42,0.241801138,0.28864259,-0.616541659,-0.539639587
PTCD3,2.28E-42,-0.255549787,0.21,0.175,8.35E-38,0.350723637,0.418699255,-0.455034964,-0.378097812
UNC119,5.11E-10,-0.255921861,0.056,0.048,1.87E-05,0.079272026,0.094667292,-1.100880044,-1.023800047
ZNF623,7.91E-18,-0.256095261,0.055,0.044,2.89E-13,0.079260832,0.094665305,-1.100941371,-1.023809161
DTNBP1,1.30E-49,-0.256162291,0.211,0.174,4.74E-45,0.358323223,0.427953227,-0.445725045,-0.368603695
MEGF9,5.82E-54,-0.256232533,0.14,0.108,2.13E-49,0.287241011,0.343076621,-0.541753554,-0.464608876
POP5,3.25E-08,-0.256250462,0.134,0.123,0.001189556,0.201318033,0.240457014,-0.696117321,-0.618962551
ANXA5,4.74E-63,-0.256299373,0.209,0.167,1.74E-58,0.391486859,0.467604906,-0.407282812,-0.330120941
NAPG,1.49E-31,-0.256359875,0.2,0.171,5.45E-27,0.336923202,0.402450351,-0.472469081,-0.39528769
EXOSC10,1.42E-24,-0.256426086,0.125,0.106,5.21E-20,0.199542923,0.238365892,-0.69996367,-0.622755889
TIMM17A,5.71E-16,-0.256435982,0.206,0.185,2.09E-11,0.354420243,0.42337222,-0.450481481,-0.373277642
KLHL12,5.88E-13,-0.256825637,0.075,0.065,2.15E-08,0.108425746,0.129560853,-0.96486758,-0.8875262
ATP6V1G1,2.84E-39,-0.256917056,0.401,0.343,1.04E-34,0.889572429,1.062978815,-0.050818686,0.026524609
YTHDC2,2.43E-70,-0.256961325,0.223,0.177,8.89E-66,0.396661493,0.474002989,-0.401579958,-0.324218919
NUTF2,2.35E-20,-0.257080966,0.203,0.181,8.61E-16,0.336398035,0.402023958,-0.473146549,-0.395748065
MYO10,2.19E-10,-0.257094428,0.449,0.396,8.02E-06,1.166336061,1.393861266,0.066823703,0.14421955
SUZ12,7.40E-80,-0.257366026,0.238,0.188,2.71E-75,0.412530236,0.493103799,-0.384544214,-0.307061651
BLOC1S5,5.29E-18,-0.25749753,0.069,0.057,1.94E-13,0.100940056,0.120672795,-0.995936457,-0.918390629
FAM27C,1.37E-21,-0.257530103,0.07,0.056,5.02E-17,0.104693131,0.125162059,-0.980081811,-0.902527301
MAP3K7,1.34E-73,-0.257530238,0.18,0.138,4.90E-69,0.293991489,0.351455099,-0.531665242,-0.454130152
GUCA2A,4.89E-60,-0.258016347,0.31,0.361,1.79E-55,9.41908029,11.26365903,0.974008499,1.051679495
UBE2D3,1.85E-59,-0.258082042,0.605,0.488,6.76E-55,1.70271353,2.036263059,0.231141587,0.308833883
ITLN2,2.47E-12,-0.258164922,0.014,0.019,9.05E-08,0.164859806,0.197173878,-0.782885216,-0.705150622
DLG1,4.26E-35,-0.258186314,0.603,0.499,1.56E-30,1.894017817,2.265205239,0.27738406,0.355107557
EIF4G2,3.91E-42,-0.258230569,0.556,0.458,1.43E-37,1.465448033,1.752700581,0.165970422,0.243707731
ADSL,2.05E-13,-0.258259991,0.128,0.114,7.49E-09,0.188122715,0.225010134,-0.725558762,-0.647797922
LEO1,8.80E-14,-0.258278335,0.111,0.097,3.22E-09,0.169206246,0.202387942,-0.771583611,-0.693815367
PPP4R3A,1.97E-107,-0.258327247,0.329,0.259,7.23E-103,0.644527873,0.77092276,-0.190758296,-0.112989132
TIMM50,1.63E-09,-0.258396892,0.109,0.099,5.96E-05,0.150328241,0.179823672,-0.822959424,-0.745153137
VAPA,3.70E-114,-0.258593936,0.526,0.414,1.35E-109,1.264333532,1.512546356,0.101861656,0.179708694
TSR2,1.59E-20,-0.258765025,0.111,0.095,5.84E-16,0.155522327,0.186084053,-0.808207253,-0.730290842
DERL1,5.98E-61,-0.258772655,0.185,0.147,2.19E-56,0.301359187,0.360573066,-0.520915564,-0.443006717
FBXO25,1.47E-07,-0.259144706,0.144,0.133,0.005379882,0.215672474,0.258118867,-0.66620528,-0.588180249
RAB10,4.05E-53,-0.259271568,0.534,0.442,1.48E-48,1.407115639,1.684149197,0.14832979,0.226380563
FAM160A1,1.86E-26,-0.259308144,0.393,0.339,6.82E-22,0.990978662,1.186115641,-0.003935697,0.074127033
ARAP1,1.37E-30,-0.259455839,0.099,0.079,5.02E-26,0.151077882,0.180853064,-0.820799113,-0.742674129
ACTB,1.75E-111,-0.259590459,0.928,0.895,6.40E-107,14.56710781,17.43885903,1.163373335,1.241518067
RBPMS,4.22E-48,-0.259778114,0.022,0.011,1.54E-43,0.040799321,0.048857552,-1.389347066,-1.3110683
TAF4,3.99E-26,-0.259961788,0.114,0.094,1.46E-21,0.184504274,0.220942838,-0.733993569,-0.655720073
MAPK8,1.20E-148,-0.260081082,0.368,0.279,4.39E-144,0.851892425,1.020189124,-0.069615244,0.008680689
PISD,5.67E-16,-0.260140273,0.151,0.133,2.07E-11,0.238975668,0.286204852,-0.621646315,-0.543323007
CISD2,1.15E-35,-0.260209489,0.202,0.172,4.20E-31,0.324245776,0.38834255,-0.489125673,-0.410785021
STX16,2.64E-106,-0.26029594,0.224,0.169,9.68E-102,0.387027018,0.463560447,-0.412258716,-0.333893627
AC079142.1,4.04E-18,-0.260747659,0.122,0.105,1.48E-13,0.227596092,0.272691515,-0.642835199,-0.564328376
VGLL4,2.87E-44,-0.260983205,0.332,0.282,1.05E-39,0.687449349,0.823775934,-0.162759295,-0.0841909
METTL9,5.44E-99,-0.261087198,0.253,0.197,1.99E-94,0.414068202,0.496220421,-0.38292812,-0.304325367
THUMPD1,6.12E-22,-0.261232766,0.158,0.137,2.24E-17,0.241854109,0.289871495,-0.61644653,-0.53779449
ATXN7L3B,1.99E-23,-0.261334465,0.175,0.153,7.29E-19,0.280351665,0.336034595,-0.55229686,-0.473616009
CPSF4,4.01E-10,-0.261345747,0.058,0.05,1.47E-05,0.079688616,0.095523248,-1.098603716,-1.019890918
SS18L1,1.25E-17,-0.261414875,0.074,0.061,4.58E-13,0.117554225,0.140915577,-0.929761758,-0.851040997
TMEM175,1.45E-11,-0.261450197,0.061,0.052,5.29E-07,0.093656441,0.112273161,-1.028462347,-0.949724052
TUBE1,2.80E-33,-0.261610177,0.058,0.043,1.02E-28,0.081245447,0.097407114,-1.09020097,-1.011409323
PABPC4,1.77E-86,-0.261643681,0.242,0.19,6.47E-82,0.41640897,0.499218083,-0.380479924,-0.301709691
ARPC5L,4.28E-28,-0.262599082,0.246,0.216,1.57E-23,0.439525502,0.527280272,-0.357015921,-0.277958478
TTC17,9.93E-61,-0.262611297,0.489,0.399,3.64E-56,1.292168382,1.550156165,0.11131911,0.190375452
OXSM,7.09E-10,-0.262940287,0.058,0.049,2.60E-05,0.076140468,0.0913714,-1.118384459,-1.03918972
ACTG1,2.67E-164,-0.262967018,0.905,0.845,9.79E-160,10.2267657,12.27155443,1.009738306,1.088899578
HSPA9,1.86E-75,-0.263624009,0.385,0.312,6.79E-71,0.783628141,0.940746964,-0.105889976,-0.026527175
RFC1,7.05E-75,-0.263709992,0.232,0.184,2.58E-70,0.402218505,0.482897093,-0.395537952,-0.316145409
SMIM10L1,9.48E-27,-0.263783616,0.12,0.1,3.47E-22,0.174725301,0.209788087,-0.757644202,-0.678219176
PLPP1,1.81E-166,-0.264021414,0.423,0.317,6.63E-162,1.147072727,1.377438125,0.059590954,0.139072099
SNRNP70,3.51E-97,-0.264120516,0.353,0.283,1.28E-92,0.703647524,0.845021763,-0.152644836,-0.073132106
PDCD10,2.74E-77,-0.264215338,0.331,0.27,1.00E-72,0.629070262,0.755511305,-0.201300845,-0.121759033
EIF4ENIF1,6.07E-18,-0.264280605,0.108,0.092,2.22E-13,0.166852849,0.200405268,-0.777666372,-0.698090866
SYNJ1,5.92E-64,-0.264321095,0.119,0.088,2.17E-59,0.194314831,0.233394675,-0.711494051,-0.631909057
PRR14L,6.05E-66,-0.264338344,0.255,0.207,2.21E-61,0.463788102,0.55705779,-0.333680397,-0.254099748
STK40,3.33E-21,-0.264502394,0.141,0.122,1.22E-16,0.227959968,0.273839276,-0.642141413,-0.562504262
MSH5,1.30E-16,-0.2645244,0.078,0.065,4.75E-12,0.104291041,0.125287394,-0.981752998,-0.902092625
SF3B4,7.19E-09,-0.264580318,0.138,0.127,0.000263114,0.225392059,0.270769273,-0.64706139,-0.56740062
CDK16,8.29E-12,-0.264726573,0.122,0.109,3.04E-07,0.193528905,0.232516067,-0.713254161,-0.633547031
PATL2,4.91E-34,-0.264852619,0.054,0.039,1.80E-29,0.089791048,0.107893969,-1.04676696,-0.96700283
NEURL1,1.71E-98,-0.264939289,0.096,0.138,6.26E-94,0.37322686,0.448472809,-0.428027109,-0.348263883
KALRN,3.91E-26,-0.264965877,0.298,0.259,1.43E-21,0.617219935,0.741665015,-0.209560056,-0.129792207
SNHG3,1.18E-11,-0.264977082,0.151,0.136,4.34E-07,0.264535164,0.317878773,-0.57751659,-0.497738473
UBQLN1,1.04E-110,-0.265042709,0.256,0.196,3.82E-106,0.439718748,0.528406375,-0.356825017,-0.277031951
AC007009.1,2.11E-07,-0.265107861,0.047,0.054,0.007720677,0.063992899,0.076910758,-1.193868217,-1.114012907
BCL2L13,2.49E-32,-0.265466044,0.213,0.183,9.10E-28,0.347339795,0.41751971,-0.459245456,-0.379323018
CEBPZ,1.80E-51,-0.265798583,0.224,0.184,6.58E-47,0.370633103,0.445621538,-0.431055795,-0.351033827
RAE1,3.32E-09,-0.265869136,0.091,0.081,0.000121592,0.137334415,0.165134279,-0.862220619,-0.782162765
NPEPPS,1.38E-108,-0.266000051,0.439,0.349,5.05E-104,0.981066646,1.179711365,-0.008301489,0.071775763
METTL4,5.20E-54,-0.266065951,0.076,0.054,1.90E-49,0.116005492,0.139508265,-0.93552145,-0.855400064
CCDC115,2.18E-08,-0.26611338,0.143,0.132,0.000797306,0.225965551,0.271746833,-0.645957765,-0.565835508
WASHC2A,7.57E-10,-0.266520012,0.119,0.108,2.77E-05,0.175045286,0.210571314,-0.756849581,-0.676600792
MBTD1,5.32E-56,-0.266558153,0.215,0.175,1.95E-51,0.379364423,0.456359432,-0.4209434,-0.340692969
U2SURP,1.77E-70,-0.26676915,0.36,0.295,6.48E-66,0.72368083,0.870676866,-0.140452931,-0.060142995
KLF13,3.98E-186,-0.266786905,0.247,0.173,1.46E-181,0.428205781,0.515194073,-0.368347474,-0.288029142
ATP2A2,8.40E-79,-0.266992183,0.408,0.334,3.07E-74,0.89384098,1.075564594,-0.048739738,0.031636497
ZNF714,4.45E-08,-0.267016036,0.057,0.05,0.001628701,0.080792133,0.097227365,-1.092630927,-1.012211484
IFITM3,6.98E-10,-0.267082665,0.221,0.202,2.56E-05,0.496124081,0.597030684,-0.304409692,-0.224003348
SEC11A,3.99E-64,-0.267406242,0.413,0.339,1.46E-59,0.865601243,1.041882803,-0.062682129,0.01781887
ZNF611,7.91E-32,-0.26742969,0.087,0.069,2.90E-27,0.132970317,0.16006012,-0.876245297,-0.795716862
VPS41,3.33E-64,-0.267570752,0.228,0.184,1.22E-59,0.40744486,0.490482509,-0.389931156,-0.309376475
VKORC1L1,6.41E-24,-0.267586271,0.22,0.193,2.35E-19,0.392792597,0.472849506,-0.405836706,-0.32527706
UBA6,3.92E-133,-0.267788908,0.304,0.231,1.44E-128,0.591797544,0.712510165,-0.227826842,-0.147208936
BICRAL,6.89E-45,-0.267870267,0.242,0.202,2.52E-40,0.469947841,0.565839759,-0.327950342,-0.24730654
UBA3,1.19E-51,-0.268097781,0.182,0.147,4.35E-47,0.311940396,0.375653434,-0.505928381,-0.425212636
SP100,2.00E-250,-0.268178191,0.391,0.278,7.30E-246,0.92564035,1.114744708,-0.033557722,0.047175419
NCBP3,5.72E-49,-0.268257044,0.205,0.169,2.09E-44,0.338089888,0.407188101,-0.470967818,-0.390204922
UEVLD,3.62E-15,-0.268409878,0.141,0.125,1.33E-10,0.228346719,0.275047839,-0.641405224,-0.560591763
TCEANC2,8.52E-16,-0.268413343,0.049,0.039,3.12E-11,0.065992219,0.079495358,-1.180507266,-1.09965823
PPP6R2,1.33E-78,-0.268574225,0.304,0.246,4.87E-74,0.585717463,0.705573959,-0.232311827,-0.151457456
IDI1,1.11E-13,-0.268761907,0.216,0.196,4.05E-09,0.412685762,0.497201753,-0.384380515,-0.303467349
INTS4,1.13E-34,-0.269076939,0.109,0.087,4.15E-30,0.173422937,0.208989883,-0.760893464,-0.679874737
ZNF566,8.27E-18,-0.269693171,0.056,0.045,3.03E-13,0.076058917,0.091701845,-1.118849864,-1.037621926
GFM2,1.72E-13,-0.269809249,0.102,0.089,6.30E-09,0.154803712,0.186647761,-0.810218631,-0.728977215
KLHL18,8.44E-22,-0.270017535,0.091,0.076,3.09E-17,0.138807828,0.167386517,-0.857586041,-0.776279529
SCAF1,8.17E-15,-0.270320193,0.079,0.067,2.99E-10,0.12429577,0.149919001,-0.905543653,-0.824143322
SEC23IP,1.04E-44,-0.270492844,0.183,0.15,3.81E-40,0.298365879,0.359903761,-0.525250843,-0.443813615
SLC22A23,2.59E-08,-0.27068678,0.397,0.356,0.000947333,0.99223433,1.19702254,-0.003385751,0.078102328
SLTM,3.09E-53,-0.271022447,0.411,0.345,1.13E-48,0.869956059,1.049752455,-0.060502683,0.021086899
PPIA,5.33E-43,-0.271333127,0.783,0.699,1.95E-38,5.212542689,6.291144375,0.717049625,0.798729652
GRK6,1.82E-24,-0.271376305,0.092,0.075,6.65E-20,0.13698871,0.165348653,-0.863315224,-0.781599338
AC104211.1,1.34E-07,-0.271415435,0.016,0.02,0.004918474,0.02636876,0.031835807,-1.578910292,-1.497084138
N4BP2L2-IT2,5.75E-11,-0.271700359,0.015,0.01,2.10E-06,0.021644827,0.026139225,-1.664645887,-1.582707299
SOCS7,5.09E-16,-0.271789316,0.069,0.057,1.86E-11,0.100632345,0.121502805,-0.997262409,-0.915413696
